username,name,followers_count,final_location,count,x_id,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
Hosseini0p,Hosseini,3,,1,2060752659510890000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HadiaminiS,S_H_A,3,,1,1257356779450750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HadiU5mpf,هادی دهشوری,3,,1,2065067147294910000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H_sorkheh,H.s,3,,2,2061363523804940000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAIDER473840,HAIDER,3,,2,2012159050373620000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GarciaAlbe70674,Alberta Garcia,3,,1,2050023299938140000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F_dlj2096,F_dlj,3,,1,2063982529841910000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DorothyJoh28687,ژان دوره گرد,3,,1,1808368216017890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DickersonA48252,دنیای ایده,3,,3,1996882799329260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Cockrochjehkrq,Cockrochjeetenge,3,,1,2063864689323570000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BuhariBakir,Muhammad Bakir Buhari,3,,2,2003064112960680000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
BotAccount2027,Logikear,3,,1,1511094742041470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BeardedMind,Ali's Echo,3,,1,1756134755777570000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AminRahravnx24v,Amin Rahravan,3,,4,2060403420859600000,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
AmeerUmour260,Ameer Umour,3,,2,1853021075275200000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AltafHusse19507,ALTAF HUSSEIN,3,,1,2040471948472320000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alireza783078,silver,3,,1,1832356000382300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliJafri1026818,Ali Jafri,3,,2,1980743742119430000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AiTech324873,Ai Tech,3,,1,2027822484335320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AhmadRa01170258,Ahmad Raja,3,,1,1358129056739450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AfricaEmti53071,Emtinan Africa,3,,1,1972945269961440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AbdolD10290,Abdol Derachschande,3,,1,2027031891098940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AbbasRanjb23415,abas,3,,1,1937776355413740000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AbassKamar110,Kamar Abass,3,,1,2028667833010580000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20Isael4,Isael,3,,4,2041785048232280000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
zahra185436617,zahra,2,,2,1946350533372990000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yazdan069,yazdan iran,2,,3,2060281990981600000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
yamahdi03130,اللهم عجل لولیک الفرج,2,,1,2059979025699760000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whoguessopa,Who Guess,2,,1,1839421786376820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
unitedafricains,عشق و شور,2,,2,528697100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
tvvitter_41,Vigilant Oracle,2,,2,1038816584494660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
turi_ali22267,Ali Turi,2,,1,2018717866393050000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
suroor_haider,suroor Haider,2,,1,1840791706989630000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssn115296410963,ساسان,2,,1,1935065829244350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ssmz2000,SZ,2,,2,1383913980511490000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
srt_6t,🇮🇶🇮🇷,2,,11,2032105614995070000,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1
speedykingss,king,2,,1,1998679503506390000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sjsjwwwwskskksk,skskksk,2,,1,2063619722336210000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sdrakbari,SDR,2,,1,2063545335515850000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
romain27934513,romain🌶️,2,,1,1301594745471470000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rezaxoeqx,reza,2,,1,2068225335418600000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reckClap,8,2,,1,275769894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
realsunovabeach,Jedi Bin Daniken..جيداي بين دانيكن,2,,3,900646865124852000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
persanium,Alireza R,2,,1,2055303723715270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pendingpretty,👾al,2,,2,1365799543011500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
pavel7mjk,pavel,2,,1,2040501147837020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
paralyssaa,alyssa 🇵🇸,2,,1,2038818214725960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
notedbyg,Gabrielle,2,,1,2027731671211210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nasirmalikxcom,Nasir MaLik,2,,6,2028673115887440000,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0
mshkat569,مشکات,2,,1,2001824568030410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mr_anjami9,𝐌𝐎𝐇𝐀𝐌𝐀𝐃,2,,1,2059503932255130000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mdmd73089806,حامد حامد,2,,2,1610663358130180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
malike2030,malike,2,,1,2066158283711560000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
london_mor35486,London Mora,2,,1,2050026050436940000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lolly0nwd,lolly,2,,1,2063707581923680000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
logicalshani09,Zeeshan Ashraf,2,,1,1717144290495800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kvexorin,Kairo Sael,2,,1,2033972819470480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
keypoints963,keypoints963,2,,4,2045218041168810000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
jkomijani,Javad,2,,2,2254484252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
jessbess1981,Jane Doe,2,,1,2066603129412410000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jagetays,Mohamed S Jagetay,2,,1,2032235666260840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imlitex,lite,2,,13,2006092966105130000,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
hossien_zh67318,Hossien Zhande,2,,1,1949061757743330000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hojacatoldj,hoja cat,2,,3,2063182093866410000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
hasan_news10,hasan.news,2,,5,2055217863771000000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
graham_amy95,Amy,2,,1,2060800088268490000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freeworld313_12,FREE WORLD 313 |🎒,2,,1,1951190837515240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
elmdor88,Gary,2,,1,2060556799745630000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ekraseyedi,S.M.ekraseyedi,2,,1,1291456379467770000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecomedia256,EcoMedia,2,,3,1947637556503300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ds_witaj,Dariusz Switaj,2,,1,1873626794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bowlingsylvia43,Sylvia,2,,1,2062947078561510000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bash_mario98,mario bash,2,,1,1818334976217050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
banoo_lawasani,بانو لواسانی❤️☫💚,2,,1,2062220216709280000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asimhussain144,Asim Hussain,2,,1,1344545394676610000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashu100686,Ashu1006,2,,1,2040821906463500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
amireliyazzio,amireliya,2,,1,2063837754107010000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alrbyshamkh6,شامخ,2,,1,2042237215288250000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alia185291,alia,2,,6,1751227683902530000,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
akhtar_afr37183,Akhtar Afridi,2,,1,2000911154781340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ahtesha56552,Md Ahtesham,2,,1,1710873122357010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a_hamsade,Saleh,2,,1,1107549314962850000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zari1121408,Zari,2,,1,2046441255668740000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YaSahb72215,یا صاحب الزمان,2,,1,2052324489115880000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WalkerSones8,WalkerSones,2,,1,1074897006164760000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vand1880,mahdi .zanganh vand 1880,2,,2,1219662569906090000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Tash8445,Mehrtash Samadzadeh,2,,1,1689626697438500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TarmuaB,Tarmua Bade,2,,5,2035499112142080000,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
Shunssjlnz,Shunss,2,,1,2052886492150660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shimaparsi12,Shimaparsi,2,,5,2059718560583180000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ShakirKhan32937,shakir khan,2,,2,1933427802444910000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ShakibHasa11717,Shakib Hasan,2,,1,2043292449657820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shabirkhan56647,SHABIR AHMAD,2,,1,1933636147101770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SayedMehdiRizvi,Sayed Mehdi Rizvi,2,,5,2049042448723130000,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
SaqibHamid52300,Nabkakkkk,2,,3,2009993849155010000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
SaqibDawary6,Saqib Dawar,2,,1,2042818137587090000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Samani44371,Samani,2,,2,2040753859404970000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SalimKh16216658,Salim Khan,2,,1,1753076820923260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SajadOkhovat,seyed sajad okhovat,2,,2,2009242354742590000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Sadaankhansz,Sadaankhan,2,,1,2042622595653050000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SKakaei48044,Soheil Kakaei,2,,9,2038036653185360000,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1
SIGNORE_YOLO,➖,2,,1,1844403700170660000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RatusariaL98637,Lokesh Ratusaria,2,,1,1685302116141690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NancyJacks19440,Serendipity/ خوش بیاری,2,,1,1810025305727460000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Musa636892,Musa,2,,1,2042240157227640000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MohammadBorooj1,Mohammad Boroojerdi,2,,1,1422638910119850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MichelleYo70903,خیام دوست,2,,1,1776087042293680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MasonAkane24385,شکوه عشق (LoveGlory,2,,3,1994099711209560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MarylandWi81649,Maryland Winfrey,2,,1,2050432577069290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MariaFord446793,ماریا فکوری,2,,5,1994151156323690000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
MHEEE900,Mohammad Hossein Ebrahimi,2,,1,1824524006910740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LocaIFisherman,✝️ Markovian Parallax Denigrate,2,,1,2033761609970250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LmTfqh36588,يا صاحب الزمان,2,,8,1690740000743140000,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0
LauraDa42391971,Puzzle of my heart,2,,1,1812013000934490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JHouse95597,Jessie House,2,,1,2012757316727410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JDarashiri,Jalal Darashiri,2,,1,1593232705306730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IamIran8023,IamIran,2,,3,2053532899412980000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
HosseinSasani99,HosseinSasani,2,,1,2064215508392570000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HosseinNas50727,Hossein Nasrollahi,2,,1,2004770451743180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HelenPhill90895,هلنا فیل,2,,1,2039228609508850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hedayatull67464,Hedayatullah Akbari,2,,1,1999053278542480000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaeunieJeon,Ha Eun Jeon,2,,1,2052445498255070000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HGayton54615,آتشین رویاها (FieryDreams),2,,2,1996882540414870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Ghadanfar_96,غَضنْفَر,2,,1,2047840786809760000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Extremist463774,Extremist,2,,1,1958918706664190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eraj70706247574,Eraj,2,,1,1887915906631880000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ElnazVahdatiev,Elnaz Vahdati,2,,1,2066058788545670000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DonaldNixon4547,Donald Benny Nixon,2,,2,2067100815161240000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeborahHal42449,رهگذر,2,,1,1797415322951070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DebbieQuim51264,Debbie Quimby,2,,1,2050025906371010000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadlydeathlas1,Deadlydeathlaser,2,,1,1358818439578740000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baqir_sial314,Muhammad Hadi,2,,1,2032748650712150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AshrafA26476280,Ashraf Ashraf,2,,1,1720032188031220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AquilesBoy00,Aquiles Boy,2,,1,2048847506138700000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amiralit3rh,ببر🎒,2,,1,2060359378570510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AminZarei___ir,Amin Zarei,2,,1,1846076699001100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AliciaBaxt49258,Cherish,2,,1,2050447759442860000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliJs432140,Ali Js,2,,1,1949853239756700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AlbertaBro62446,Alberta Brooks,2,,3,2050018041891590000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Al33068Alam,Kohinoor Alam,2,,2,1934267635518280000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ahmadwfah,Ahmad,2,,2,2050581352899120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ahmadmo93589925,Ahmadmohammadiah,2,,2,4165186276,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmadi_RezaAmir,Amir Reza Ahmadi,2,,2,2007624330780480000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AghaBaber707,agha baber,2,,1,2041808046561600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AbooZeynab91328,AbooZeynabi,2,,1,1712790467065030000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AbdulRahma47016,alsheikh001,2,,2,2043335506386190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ALETHEI29099084,A L E T H E I A,2,,3,1938214923890530000,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
zraikar,zraikar,1,,1,2027643617259750000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
withxtruth,With Truth,1,,1,2014021675726370000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vpek15,Kelechi Nzenwata,1,,1,1631754673416700000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vallghalam_,Sara Hosseini,1,,1,2062626416731300000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
thompson_a1020,Anne Thompson,1,,2,2050018399976060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
shannon_hi48927,Shannon Hines,1,,3,2050018251426430000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
shahzad63yo,Shahzad Raza,1,,1,2058119488873410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sepehr863408,hosseini,1,,1,1878124342191490000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sa1rjq,zoha.malekiii,1,,1,2064590074314980000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sGAb20hru0,سجاد صفاح پور,1,,1,2060429464299780000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rdbaba78,RD Baba,1,,1,1930988245392710000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ramin81062,Mr. Freeman,1,,1,2008148528653390000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
prince_maruf206,Prince Maruf al~Obeid,1,,2,1697947275421480000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
nnsvw,Nuru Dems,1,,2,2065764142783320000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muqavemat72313,fatemeh_muqawemat,1,,2,1945915376459810000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
muddasar_03,Muddasar Hussain,1,,1,1921022223026090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
marwihd,marwi,1,,1,2062207141595750000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mansal73,mansal73,1,,1,1119254826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
main_Omale,Omale,1,,2,2036931476374070000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
link263499,Blinkboykid👀,1,,1,1935161726472700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lilyyn3x3,lilith 🩷 💖,1,,1,1219669618173910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
khanbhaiha001,Khan Bhai,1,,1,2032627764738800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kerkenouphis,𓃢,1,,1,1482126181742920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jowkar_nurse,Ali Reza Jowkar,1,,4,2058077971001320000,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
jones_step1102,Stephanie Jones,1,,2,2050018040335550000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jawn_jf,Fateme,1,,1,1404687925313430000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j4kqjj,j,1,,1,2061724934846710000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
isa_omondi254,Isa Omondi,1,,1,1805507551720530000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irib_sadr,سید احمدرضا صدر,1,,4,1754959849018790000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
hossein32655803,hossein,1,,1,1635237536648790000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
haseeb_afzal123,MHA,1,,1,2043003035438240000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hajijanhaji0,jan haji fadat she,1,,2,1923828518972010000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hackerj450,Hacker Jack,1,,1,1827341387261460000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gmamikpip,рррррр,1,,1,4578307995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gaddafyfan,Gaddafyfan,1,,1,1701367567380540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fsidra54,sidra fatima,1,,2,1472195888525160000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
fierro_luz66756,ابرِ معلق,1,,2,1994174581310150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
faysal_here7,فیصل ضیاء,1,,1,2040861522553980000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ehsanshari17530,ehsan sharifi,1,,1,2027264747725360000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dynoraetlabora,dynoraetlabora,1,,1,2067782393327700000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
do_remmi,ameel,1,,3,2037870090826210000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
dhambieia,Kadiros,1,,2,2065791617257090000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dar9299,fab,1,,1,2037069490018800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cardenas_t30061,نیوان,1,,2,2050028886235210000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
briggs_don18734,Donna Briggs,1,,4,2050433675909570000,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
bobbybo06076741,bobbyboy,1,,1,1448473508074470000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
babak_hadizadeh,Babak.hadizadeh,1,,2,1535176564631120000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
augenfux23515,Augenfux,1,,1,1772654534554230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
amyr_j34847,امیر محمد جعفری,1,,1,2052322972396850000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aman75467297,aman,1,,3,934374955495518000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
alsbry26594,متابـــع الصبري,1,,1,2018383654783790000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alnasrytbark,Tbark,1,,1,2042078782643670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abab15348,ab ab,1,,1,2042333580278270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_Upon_Truth_,Upon Truth,1,,1,1927799675236630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
